icao,iata,name,city,state,country,elevation,lat,lon,tz
SPSN,,Shapaja Airport,Shapaja,San-Martin,PE,700,-6.57972002,-76.26280212,America/Lima
SPSO,PIO,Capitan FAP Renan Elias Olivera International Airport,Pisco,Ica,PE,39,-13.74489975,-76.22029877,America/Lima
SPSS,,Masisea Airport,Masisea,Ucayali,PE,0,-8.605278015,-74.30472565,America/Lima
SPST,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,San-Martin,PE,869,-6.508739948,-76.37319946,America/Lima
SPSY,SYC,Shiringayoc Airport,Shiringayoc,Madre-de-Dios,PE,856,-11.88329983,-69.19999695,America/Lima
SPTA,,Nauta Airport,Nauta,Loreto,PE,370,-4.533299923,-73.55000305,America/Lima
SPTE,,San Francisco Airport,San Francisco,Ayacucho,PE,2499,-12.53299999,-73.80000305,America/Lima
SPTI,,Puerto Inca Airport,Puerto Inca,Huanuco,PE,583,-9.383000374,-74.96700287,America/Lima
SPTN,TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Tacna,PE,1538,-18.05330086,-70.27580261,America/Lima
SPTP,,El Pato Air Base,El Pato,Piura,PE,286,-4.549809933,-81.22409821,America/Lima
SPTQ,,Toquepala Airport,Toquepala,Tacna,PE,8536,-17.29949951,-70.65280151,America/Lima
SPTR,,Tournavista Airport,Tournavista,Huanuco,PE,649,-8.916999817,-74.73300171,America/Lima
SPTU,PEM,Padre Aldamiz International Airport,Puerto Maldonado,Madre-de-Dios,PE,659,-12.61359978,-69.22859955,America/Lima
SPTY,,Tintay Airport,Tintay,Apurimac,PE,8809,-13.95916653,-73.18583679,America/Lima
SPUC,,Huamachuco Airport,Huamachuco,La-Libertad,PE,11224,-7.821640015,-78.04170227,America/Lima
SPUR,PIU,Capitan FAP Guillermo Concha Iberico International Airport,Piura,Piura,PE,120,-5.205749989,-80.61640167,America/Lima
SPVA,,Hacienda El Valor Airport,El Valor,Amazonas,PE,0,-5.662499905,-78.64472198,America/Lima
SPVI,,Vicco Airport,Vicco,Pasco,PE,13464,-10.84784412,-76.24695587,America/Lima
SPVL,,Caraveli Airport,Caraveli,Arequipa,PE,5675,-15.7670002,-73.36699677,America/Lima
SPVR,,Vitor Airport,Vitor,Arequipa,PE,0,-16.42919922,-71.83779907,America/Lima
SPYA,,Luya Airport,Luya,Lambayeque,PE,298,-6.691699982,-79.7016983,America/Lima
SPYL,TYL,Capitan Montes Airport,,Piura,PE,282,-4.576640129,-81.25409698,America/Lima
SPYO,,Pacasmayo Airport,Pacasmayo,La-Libertad,PE,95,-7.406939983,-79.56890106,America/Lima
SPYU,,Yauca Airport,Yauca,Arequipa,PE,488,-15.6189003,-74.53610229,America/Lima
SPZA,NZA,Maria Reiche Neuman Airport,,Ica,PE,1860,-14.85400009,-74.96150208,America/Lima
SPZH,,Pachiza Airport,Pachiza,San-Martin,PE,1102,-7.299280167,-76.77459717,America/Lima
SPZO,CUZ,Alejandro Velasco Astete International Airport,Cusco,Cusco,PE,10860,-13.53569984,-71.938797,America/Lima
SPZT,,Chazuta Airport,Chazuta,San-Martin,PE,757,-6.574166775,-76.13666534,America/Lima
SSAB,,Ibaiti Airport,Ibaiti,Parana,BR,1968,-23.7621994,-50.26300049,America/Sao_Paulo
SSAD,,Fazenda Ribeirao Airport,Chapadao Do Sul,Mato Grosso do Sul,BR,2736,-18.76399994,-52.91759872,America/Campo_Grande
SSAE,,Arroio Grande Airport,Arroio Grande,Rio-Grande-do-Sul,BR,161,-32.22416687,-53.0672226,America/Sao_Paulo
SSAF,,Aeroclube de Foz do Iguacu Airport,Santa Terezinha De Itaipu,Parana,BR,840,-25.36944389,-54.47055435,America/Sao_Paulo
SSAG,,Fazenda Agropecuaria Lobo Ltda Airport,Agua Clara,Mato Grosso do Sul,BR,1410,-19.71666718,-52.72555542,America/Campo_Grande
SSAJ,,Fazenda Esperanca Airport,Bataipora,Mato Grosso do Sul,BR,1109,-22.27555656,-53.31194305,America/Campo_Grande
SSAK,,Aeroclube Airport,Cruz Alta,Rio-Grande-do-Sul,BR,1542,-28.65777779,-53.61055756,America/Sao_Paulo
SSAM,,Amambai Airport,Amambai,Mato Grosso do Sul,BR,1542,-23.1427784,-55.20777893,America/Campo_Grande
SSAN,,Andira Airport,Andira,Parana,BR,1608,-23.02729988,-50.22750092,America/Sao_Paulo
SSAP,APU,Apucarana Airport,Apucarana,Parana,BR,2641,-23.60950089,-51.3844986,America/Sao_Paulo
SSAQ,,Aeroclube Airport,Passo Fundo,Rio-Grande-do-Sul,BR,1969,-28.25060081,-52.51670074,America/Sao_Paulo
SSAR,,Fazenda Jacare Airport,Campo Grande,Mato Grosso do Sul,BR,1214,-21.50305557,-53.96749878,America/Campo_Grande
SSAU,,Centeno Airport,Tapes,Rio-Grande-do-Sul,BR,14,-30.74749947,-51.42889023,America/Sao_Paulo
SSAV,,Fazenda Amonguija Airport,Porto Murtinho,Mato Grosso do Sul,BR,400,-21.69083214,-57.47416687,America/Campo_Grande
SSAW,,Fazenda Japecanga Airport,Ribas Do Rio Pardo,Mato Grosso do Sul,BR,1493,-20.80527878,-54.07805634,America/Campo_Grande
SSAY,,Sitio Pouso do Aviador Airport,Campo Grande,Mato Grosso do Sul,BR,1946,-20.4885006,-54.48289871,America/Campo_Grande
SSBA,,Fazenda Bela Vista Airport,Camapua,Mato Grosso do Sul,BR,2017,-19.03194427,-53.67111206,America/Campo_Grande
SSBB,,Estrela Dalva Airport,Bodoquena,Mato Grosso do Sul,BR,1207,-20.67499924,-56.62969971,America/Campo_Grande
SSBC,,Malibu Confinamento - MC Airport,Castilho,Sao Paulo,BR,1115,-20.72611046,-51.5886116,America/Sao_Paulo
SSBD,,Sobradinho Airport,Sobradinho,Rio-Grande-do-Sul,BR,1444,-29.39638901,-52.9916687,America/Sao_Paulo
SSBE,,Camapua Airport,Camapua,Mato Grosso do Sul,BR,1848,-19.59840012,-54.02109909,America/Campo_Grande
SSBF,,Fazenda JL Airport,Aparecida Do Taboado,Mato Grosso do Sul,BR,1400,-20.00444412,-51.38666534,America/Campo_Grande
SSBG,BGV,Aeroclube de Bento Goncalves Airport,Bento Goncalves,Rio-Grande-do-Sul,BR,2209,-29.1483326,-51.5363884,America/Sao_Paulo
SSBH,,Fazenda Baia do Lara Airport,Corumba,Mato Grosso do Sul,BR,453,-17.56777763,-55.28833389,America/Campo_Grande
SSBJ,,Bom Jesus Airport,Bom Jesus,Rio-Grande-do-Sul,BR,3514,-28.61277771,-50.44944382,America/Sao_Paulo
SSBK,,Fazenda Araruna Airport,Sonora,Mato Grosso do Sul,BR,1886,-17.58277893,-54.64083481,America/Campo_Grande
SSBL,BNU,Blumenau Airport,Blumenau,Santa-Catarina,BR,60,-26.83060074,-49.09030151,America/Sao_Paulo
SSBM,,Fazenda Lageado Airport,Dois Irmaos Do Buriti,Mato Grosso do Sul,BR,932,-20.29750061,-55.42583466,America/Campo_Grande
SSBN,,Belem Novo Airport,Porto Alegre,Rio-Grande-do-Sul,BR,20,-30.18777847,-51.1827774,America/Sao_Paulo
SSBO,,Palmares Airport,Bossoroca,Rio-Grande-do-Sul,BR,787,-28.72222137,-54.89083481,America/Sao_Paulo
SSBQ,,Frigorifico Marfrig Airport,Bataguassu,Mato Grosso do Sul,BR,1230,-21.74666786,-52.47833252,America/Campo_Grande
SSBR,,Bandeirantes Airport,Bandeirantes,Parana,BR,1319,-23.07279968,-50.42309952,America/Sao_Paulo
SSBS,,Fazenda Boa Esperanca Airport,Brasilandia,Mato Grosso do Sul,BR,1155,-21.24916649,-52.28944397,America/Campo_Grande
SSBT,,Fazenda Santa Ilidia Airport,Bataipora,Mato Grosso do Sul,BR,1033,-22.32430077,-53.09500122,America/Campo_Grande
SSBU,,Fazenda Baguacu - Miragem Airport,Porto Murtinho,Mato Grosso do Sul,BR,1191,-21.45638847,-57.14027786,America/Campo_Grande
SSBV,,Bela Vista Airport,Bela Vista,,BR,770,-22.08160019,-56.53860092,America/Campo_Grande
SSBW,,Fazenda Boa Sorte Airport,Sidrolandia,Mato Grosso do Sul,BR,1083,-20.91305542,-55.01361084,America/Campo_Grande
SSBX,,Fazenda Lageado Airport,Coxim,Mato Grosso do Sul,BR,696,-18.44166756,-54.79999924,America/Campo_Grande
SSBY,,Orlando Chesini Ometto Airport,Miranda,Mato Grosso do Sul,BR,443,-20.09950066,-56.79389954,America/Campo_Grande
SSBZ,,Aeroclube Airport,Sapiranga,Rio-Grande-do-Sul,BR,56,-29.67611122,-50.98138809,America/Sao_Paulo
SSCA,,Fazenda Campo Bom Airport,Chapadao Do Sul,Goias,BR,2657,-18.73944473,-52.61999893,America/Campo_Grande
SSCB,,Fazenda Santa Maria Airport,Mundo Novo,Goias,BR,978,-13.77583313,-49.94694519,America/Sao_Paulo
SSCD,,Chapadao do Sul Airport,Chapadao Do Sul,Mato Grosso do Sul,BR,2644,-18.83777809,-52.48666763,America/Campo_Grande
SSCE,,Aeroclube Airport,Bage,Rio-Grande-do-Sul,BR,722,-31.32777786,-54.13472366,America/Sao_Paulo
SSCF,,Max Fontoura Airport,Campo Largo,Parana,BR,3140,-25.43222237,-49.52999878,America/Sao_Paulo
SSCH,,Fazenda Cachoeirao Airport,Nova Andradina,Mato Grosso do Sul,BR,1053,-21.5972,-53.225,America/Campo_Grande
SSCI,,Coxim Airport,Coxim,Mato Grosso do Sul,BR,957,-18.47769928,-54.71469879,America/Campo_Grande
SSCJ,,Fazenda Celeiro Airport,Rio Brilhante,Mato Grosso do Sul,BR,1070,-21.54166794,-54.66166687,America/Campo_Grande
SSCK,CCI,Concordia Airport,Concordia,Santa-Catarina,BR,2461,-27.18059921,-52.05270004,America/Sao_Paulo
SSCL,CSS,Cassilandia Airport,Cassilandia,Mato Grosso do Sul,BR,1568,-19.14638901,-51.68527985,America/Campo_Grande
SSCM,,Fazenda Cacadinha Airport,Rio Brilhante,Mato Grosso do Sul,BR,1312,-21.62388992,-54.81083298,America/Campo_Grande
SSCN,QCN,Canela Airport,Canela,Rio-Grande-do-Sul,BR,2723,-29.3701992,-50.83200073,America/Sao_Paulo
SSCO,,Comandante Marilda Zaiden de Mesquita Airport,Capao Do Leao,Rio-Grande-do-Sul,BR,33,-31.77416611,-52.45138931,America/Sao_Paulo
SSCP,CKO,Cornelio Procopio Airport,Cornelio Procopio,Parana,BR,1854,-23.15250015,-50.60250092,America/Sao_Paulo
SSCQ,,Salca Airport,Cacequi,Rio-Grande-do-Sul,BR,285,-29.89972115,-54.9291687,America/Sao_Paulo
SSCR,,Marechal Candido Rondon Airport,Marechal Candido Rondon,Parana,BR,1411,-24.51269913,-54.05469894,America/Sao_Paulo
SSCS,,Estancia Ema Airport,Campo Grande,Mato Grosso do Sul,BR,1968,-20.61972237,-54.7219429,America/Campo_Grande
SSCT,GGH,Cianorte Airport,Cianorte,Parana,BR,1837,-23.69149971,-52.64189911,America/Sao_Paulo
SSCU,,Fazenda Santa Marina Airport,Santa Maria Das Barreiras,Para,BR,1007,-8.868056297,-50.4794426,America/Belem
SSCV,,Capivari Airport,Capivari Do Sul,Rio-Grande-do-Sul,BR,14,-30.13472176,-50.50860977,America/Sao_Paulo
SSCW,,Fazenda Sao Sebastiao Airport,Corumba,,BR,443,-18.03972244,-56.0055542,America/Campo_Grande
SSCX,,Fazenda Coxilha Airport,Passo Fundo,Rio-Grande-do-Sul,BR,2133,-28.11722183,-52.3172226,America/Sao_Paulo
SSDB,,Fazenda Kurupay Airport,Angelica,Mato Grosso do Sul,BR,1280,-22.04083252,-53.73110962,America/Campo_Grande
SSDC,,Dionisio Cerqueira Airport,Dionisio Cerqueira,Misiones,BR,2723,-26.295834,-53.630654,America/Argentina/Cordoba
SSDE,,Fazenda Barra Dourada Airport,Dourados,Mato Grosso do Sul,BR,1083,-21.98805618,-54.23860931,America/Campo_Grande
SSDF,,Fazenda Sao Jose Airport,Corumba,Mato Grosso do Sul,BR,312,-20.09944344,-57.3461113,America/Campo_Grande
SSDG,,Fazenda Nazare Airport,Santa Filomena,Piaui,BR,1962,-9.35444355,-45.56138992,America/Fortaleza
SSDH,,Fazenda Caranday Airport,Corumba,Mato Grosso do Sul,BR,541,-20.20555687,-57.0633316,America/Campo_Grande
SSDI,,Fazenda Bacatuba Airport,Buriti Bravo,Maranhao,BR,584,-5.658332825,-43.70555496,America/Fortaleza
SSDJ,,Fazenda Bonanza Airport,Camapua,Mato Grosso do Sul,BR,1252,-19.05083275,-54.06499863,America/Campo_Grande
SSDK,,Fazenda Vista Alegre Airport,Novo Horizonte Do Sul,Mato Grosso do Sul,BR,1099,-22.59777832,-53.69083405,America/Campo_Grande
SSDL,,Fazenda Ribeirao Airport,Ribeirao Goncalves,Piaui,BR,1588,-8.006388664,-45.33805466,America/Fortaleza
SSDM,,Aeroclube de Santana do Livramento Airport,Santana Do Livramento,Rio-Grande-do-Sul,BR,1073,-30.82222176,-55.57638931,America/Montevideo
SSDN,,Fazenda Galileia Airport,Baixa Grande Do Ribeiro,Piaui,BR,1932,-9.1044,-45.41666794,America/Fortaleza
SSDO,DOU,Dourados Airport,Dourados,Mato Grosso do Sul,BR,1503,-22.20190048,-54.92660141,America/Campo_Grande
SSDP,,Fazenda Fortaleza do Guapore Airport,Vila Bela Da Santissima Trindade,Mato Grosso,BR,738,-14.45944405,-60.17805481,America/Cuiaba
SSDQ,,Fazenda Marema Airport,Miranda,Mato Grosso do Sul,BR,446,-20.1827774,-56.63583374,America/Campo_Grande
SSDS,,Fazenda Bandeirantes Airport,Nova Crixas,Goias,BR,935,-13.70722198,-50.64777756,America/Sao_Paulo
SSDT,,Fazenda Pau D`Arco Airport,Redencao,Para,BR,794,-7.943611145,-50.17638779,America/Belem
SSDU,,Fazenda Modelo Airport,Pedro Gomes,Mato Grosso do Sul,BR,1309,-17.99166679,-54.22360992,America/Campo_Grande
SSDV,,Fazenda Santa Maria Airport,Coxim,Mato Grosso do Sul,BR,508,-18.21611023,-55.46527863,America/Campo_Grande
SSDW,,Fazenda Potrich Airport,Sorriso,Mato Grosso,BR,1197,-12.9244442,-55.51916885,America/Cuiaba
SSDX,,Fazenda da Coxilha Airport,Camaqua,Rio-Grande-do-Sul,BR,33,-31,-51.70055771,America/Sao_Paulo
SSDY,,Fazenda Duas Irmas Airport,Guiratinga,,BR,1410,-16.15666667,-53.00972222,America/Cuiaba
SSDZ,,Fazenda Divisao Airport,Amambai,Mato Grosso do Sul,BR,1312,-23.13388824,-54.63388824,America/Campo_Grande
SSED,,Fazenda Escalada Airport,Pedro Gomes,Mato Grosso do Sul,BR,1132,-17.95666695,-54.41916656,America/Campo_Grande
SSEE,,Regional do Vale do Taquari Airport,Estrela,Rio-Grande-do-Sul,BR,105,-29.4533329,-51.93416595,America/Sao_Paulo
SSEF,,Fazenda Passaredo Airport,Cajuru,Sao Paulo,BR,4632,-21.326944,-47.231111,America/Sao_Paulo
SSEG,,Estancia da Gruta Airport,Pelotas,Rio-Grande-do-Sul,BR,33,-31.94249916,-52.4794426,America/Sao_Paulo
SSEI,,Fazenda Santo Andre Airport,Miranda,Mato Grosso do Sul,BR,489,-20.3386116,-56.69833374,America/Campo_Grande
SSEK,,Fazenda Lontra Airport,Ribas Do Rio Pardo,Mato Grosso do Sul,BR,1299,-20.0177784,-53.25249863,America/Campo_Grande
SSEL,,Fazenda Jatiuca Airport,Agua Clara,Mato Grosso do Sul,BR,1601,-20.1697216,-52.93305588,America/Campo_Grande
SSEO,,Fazenda Mimoso Airport,Ribas Do Rio Pardo,Mato Grosso do Sul,BR,1299,-20.73444366,-53.57666779,America/Campo_Grande
SSEP,,Sao Sepe Airport,Sao Sepe,Rio-Grande-do-Sul,BR,502,-30.18219948,-53.57939911,America/Sao_Paulo
SSEQ,,Fazenda Rio Brilhante Airport,Angelica,Mato Grosso do Sul,BR,1099,-21.92333221,-53.93999863,America/Campo_Grande
SSER,ERM,Erechim Airport,Erechim,Rio-Grande-do-Sul,BR,2498,-27.66189957,-52.2682991,America/Sao_Paulo
SSES,,Encruzilhada do Sul Airport,Encruzilhada Do Sul,Rio-Grande-do-Sul,BR,1460,-30.55888939,-52.58250046,America/Sao_Paulo
SSET,,Tambau Airport,Tambau,Sao Paulo,BR,2451,-21.69722222,-47.31555556,America/Sao_Paulo
SSEU,,Monte Carmelo Airport,Itaituba,Para,BR,915,-7.283055782,-56.57694244,America/Santarem
SSEV,,Sao Camilo Airport,Corumba,Mato Grosso do Sul,BR,289,-18.08722115,-57.13138962,America/Campo_Grande
SSEW,,Sitio Limoeiro Airport,Pardinho,Sao Paulo,BR,3084,-23.15,-48.31,America/Sao_Paulo
SSEX,,Estancia Caiman Airport,Miranda,Mato Grosso do Sul,BR,361,-19.96611023,-56.31083298,America/Campo_Grande
SSEY,,Estancia Itapororo Airport,Alegrete,Rio-Grande-do-Sul,BR,197,-29.43388939,-56.30055618,America/Sao_Paulo
SSEZ,,Espumoso Airport,Espumoso,Rio-Grande-do-Sul,BR,1198,-28.73749924,-52.85638809,America/Sao_Paulo
SSFA,,Foz do Areia Airport,Pinhao,Parana,BR,3645,-25.98150063,-51.64070129,America/Sao_Paulo
SSFB,FBE,Francisco Beltrao Airport,Francisco Beltrao,Parana,BR,2100,-26.05920029,-53.06349945,America/Sao_Paulo
SSFD,,Fazenda Acaraja Airport,Amambai,Mato Grosso do Sul,BR,1224,-23.00111008,-54.69944382,America/Campo_Grande
SSFE,,Estancia Hercules Airport,Foz Do Iguacu,Alto-Parana,BR,558,-25.46069908,-54.59880066,America/Asuncion
SSFF,,Fazenda Sao Francisco Airport,Nova Alvorada Do Sul,Mato Grosso do Sul,BR,1204,-21.17861176,-54.29305649,America/Campo_Grande
SSFG,,Fazenda Guanabara Airport,Paranapoema,Parana,BR,925,-22.65833282,-52.1305542,America/Sao_Paulo
SSFH,,Vale dos Dinassauros Airport,Uberaba,Minas Gerais,BR,2438,-19.782222,-47.811944,America/Sao_Paulo
SSFI,,Fazenda Itamarati Airport,Ponta Pora,Mato Grosso do Sul,BR,1837,-22.1882,-55.57780075,America/Campo_Grande
SSFJ,,Fazenda Retiro da Cachoeira Airport,Campo Grande,Mato Grosso do Sul,BR,1435,-20.8077774,-54.61972046,America/Campo_Grande
SSFK,,Forte Coimbra Airport,Corumba,Mato Grosso do Sul,BR,279,-19.90611076,-57.77944565,America/Campo_Grande
SSFL,,Joao Pereira dos Santos Filho Airport,Fronteiras,Piaui,BR,1466,-7.099999905,-40.6269455,America/Fortaleza
SSFM,,Fazenda Marimbondo Airport,Conselheiro Mairinck,Parana,BR,1526,-23.53694344,-50.09805679,America/Sao_Paulo
SSFN,,Fazenda Novilho Airport,Caarapo,Mato Grosso do Sul,BR,1706,-22.61916733,-54.92583466,America/Campo_Grande
SSFO,,Fazenda Novo Horizonte Airport,Miranda,Mato Grosso do Sul,BR,354,-20.03972244,-56.32027817,America/Campo_Grande
SSFP,,Fazenda Sao Paulo Airport,Tres Lagoas,Mato Grosso do Sul,BR,1145,-20.86416626,-52.17472076,America/Campo_Grande
SSFQ,,Fazenda Barra Nova Airport,Rio Brilhante,Mato Grosso do Sul,BR,1608,-21.31972122,-54.73527908,America/Campo_Grande
SSFR,,Fronteira Airport,Fronteira,Minas Gerais,BR,1598,-20.27750015,-49.19083405,America/Sao_Paulo
SSFU,,Fazenda Ligacao Airport,Sete Quedas,Mato Grosso do Sul,BR,1739,-23.84805679,-54.81611252,America/Campo_Grande
SSFW,,Fazenda Grotao Airport,Coxim,Mato Grosso do Sul,BR,1063,-18.67749977,-54.39222336,America/Campo_Grande
SSFX,,Fazenda Primavera Airport,Nova Fatima,Parana,BR,2239,-23.45583344,-50.57583237,America/Sao_Paulo
SSGA,,Garibaldi Airport,Garibaldi,Rio-Grande-do-Sul,BR,2231,-29.26939964,-51.53170013,America/Sao_Paulo
SSGB,,Guaratuba Airport,Guaratuba,Parana,BR,49,-25.88159943,-48.61209869,America/Sao_Paulo
SSGC,,General Canrobert Pereira da Costa Airport,Aquidauana,Mato Grosso do Sul,BR,566,-20.45330048,-55.75759888,America/Campo_Grande
SSGE,,Fazenda Periquitos Airport,Tres Lagoas,Mato Grosso do Sul,BR,1180,-20.50694466,-51.83916855,America/Campo_Grande
SSGF,,Fazenda Formosa Airport,Ribas Do Rio Pardo,Mato Grosso do Sul,BR,1575,-20.19949913,-53.22489929,America/Campo_Grande
SSGG,,Fazenda Jacare de Chifre Airport,Porto Murtinho,Mato Grosso do Sul,BR,381,-21.02777863,-57.4972229,America/Campo_Grande
SSGH,,Fazenda Capao Verde Airport,Aquidauana,Mato Grosso do Sul,BR,410,-20.07361031,-56.06833267,America/Campo_Grande
SSGI,,Astral Airport,Eldorado Do Sul,Rio-Grande-do-Sul,BR,33,-30.06027794,-51.4375,America/Sao_Paulo
SSGJ,,Fazenda Poleiro Grande Airport,Corumba,Mato Grosso do Sul,BR,331,-17.24972153,-56.27555466,America/Campo_Grande
SSGK,,Fazenda Volta Grande Airport,Maracaju,Mato Grosso do Sul,BR,1699,-21.45583344,-55.45694351,America/Campo_Grande
SSGM,,Fazenda Seriema Airport,Bela Vista,Mato Grosso do Sul,BR,1151,-21.69333267,-56.5625,America/Campo_Grande
SSGN,,Fazenda Guaiba Airport,Iguatemi,Mato Grosso do Sul,BR,1401,-23.23916626,-54.54111099,America/Campo_Grande
SSGO,,Rosada Airport,Sao Gabriel D`Oeste,Mato Grosso do Sul,BR,2211,-19.42972183,-54.58722305,America/Campo_Grande
SSGP,,Piquet Airport,Brasilia,Federal-District,BR,3281,-15.85388947,-47.80638886,America/Sao_Paulo
SSGR,,Guapore Airport,Guapore,Rio-Grande-do-Sul,BR,1558,-28.8946991,-51.8553009,America/Sao_Paulo
SSGS,,Fazenda Falcao Airport,Primavera Do Leste,Mato Grosso,BR,1975,-15.399444,-54.181111,America/Cuiaba
SSGT,,Fazenda Capao Alto Airport,Rio Brilhante,Mato Grosso do Sul,BR,1050,-21.69888878,-54.81388855,America/Campo_Grande
SSGU,,Fazenda Gurucaia Airport,Santa Isabel Do Ivai,Parana,BR,886,-23.19333267,-53.32833481,America/Sao_Paulo
SSGW,,Goio-Ere Airport,Goio-Ere,Parana,BR,1608,-24.22030067,-53.04449844,America/Sao_Paulo
SSGX,,Fazenda Rio Negro Airport,Aquidauana,Mato Grosso do Sul,BR,312,-19.56833267,-56.24555588,America/Campo_Grande
SSGY,QGA,Guaira Airport,Guaira,Canindeyu,BR,889,-24.08110046,-54.19169998,America/Campo_Grande
SSGZ,,Fazenda Santa Helena do Pindo Airport,Navirai,Mato Grosso do Sul,BR,1050,-22.89500046,-53.86777878,America/Campo_Grande
SSHA,,Aeroclube de Aquidauana Airport,Aquidauana,Mato Grosso do Sul,BR,620,-20.48083305,-55.76944351,America/Campo_Grande
SSHB,,Fazenda Serra Dourada Airport,Ivate,Parana,BR,1007,-23.32222176,-53.46861267,America/Sao_Paulo
SSHC,,Capitao Pedro Paranhos Airport,Guapirama,Parana,BR,1447,-23.429444,-50.167778,America/Sao_Paulo
SSHD,,Fazenda Bipandora II Airport,Itapora,Mato Grosso do Sul,BR,1368,-22.0027771,-54.9011116,America/Campo_Grande
SSHF,,Sitio Serra Negra Airport,Corumba,Mato Grosso do Sul,BR,328,-18.03333282,-57.48333359,America/Campo_Grande
SSHG,,Antonio Joao Airport,Antonio Joao,Mato Grosso do Sul,BR,2277,-22.3593998,-55.76390076,America/Campo_Grande
SSHI,,Fazenda Dom Francisco Airport,Itaquirai,Mato Grosso do Sul,BR,1237,-23.25111008,-54.04833221,America/Campo_Grande
SSHJ,,Fazenda Santa Rita Airport,Ponta Pora,Mato Grosso do Sul,BR,1686,-22.26722145,-55.48805618,America/Campo_Grande
SSHK,,Fazenda Jaguarandy Airport,Ponta Pora,Mato Grosso do Sul,BR,1968,-22.58972168,-55.56944275,America/Campo_Grande
SSHL,,Fazenda Jussara Airport,Jussara,Parana,BR,1213,-23.57500076,-52.40833282,America/Sao_Paulo
SSHN,,Recanto das Aguias Airport,Iguaracu,Parana,BR,1637,-23.24500084,-51.87555695,America/Sao_Paulo
SSHQ,,Fazenda Paraiso Airport,Terenos,Mato Grosso do Sul,BR,1280,-20.56166649,-54.86416626,America/Campo_Grande
SSHT,,Ingazeira Airport,Alta Floresta,Mato Grosso,BR,853,-10.13046202,-56.71863556,America/Cuiaba
SSHU,,Fazenda Centenario Airport,Aquidauana,Mato Grosso do Sul,BR,426,-19.4580555,-56.04527664,America/Campo_Grande
SSHW,,Fazenda Macarai Airport,Itaquirai,Mato Grosso do Sul,BR,1056,-23.41749954,-54.01250076,America/Campo_Grande
SSHX,,Fazenda Jatoba Airport,Paranhos,Canindeyu,BR,1335,-23.92379951,-55.30189896,America/Campo_Grande
SSHZ,HRZ,Horizontina Airport,Horizontina,Rio-Grande-do-Sul,BR,1063,-27.63829994,-54.33909988,America/Sao_Paulo
SSIB,,Fazenda Suely Airport,Agua Clara,Mato Grosso do Sul,BR,1574,-19.47999954,-52.8125,America/Campo_Grande
SSIC,,APLIC Aviacao Agricola Ltda Airport,Dourados,Mato Grosso do Sul,BR,1405,-22.30666733,-54.82444382,America/Campo_Grande
SSID,,Independencia Airport,Nova Andradina,Mato Grosso do Sul,BR,1135,-22.2791996,-53.38349915,America/Campo_Grande
SSIE,,Teruel Ipanema Estancia Airport,Campo Grande,Mato Grosso do Sul,BR,1732,-20.59944344,-54.60250092,America/Campo_Grande
SSIF,,Fazenda Baunilha Airport,Itaquirai,Mato Grosso do Sul,BR,970,-23.56030083,-54.03390121,America/Campo_Grande
SSIG,,Fazenda Santa Maria Airport,Aquidauana,Mato Grosso do Sul,BR,617,-20.27000046,-55.72833252,America/Campo_Grande
SSIH,,Fazenda Fortaleza Airport,Brasilandia,Mato Grosso do Sul,BR,1296,-20.94638824,-52.72222137,America/Campo_Grande
SSII,,Fazenda Orion Airport,Bela Vista,Mato Grosso do Sul,BR,1001,-22.02277756,-56.32416534,America/Campo_Grande
SSIJ,IJU,Ijui Airport,Ijui,Rio-Grande-do-Sul,BR,1197,-28.36870003,-53.84659958,America/Sao_Paulo
SSIM,,Boqueirao Alegre Airport,Quarai,Rio-Grande-do-Sul,BR,732,-30.25499916,-55.83944321,America/Sao_Paulo
SSIO,,Candiota Airport,Candiota,Rio-Grande-do-Sul,BR,741,-31.49416733,-53.69083405,America/Sao_Paulo
SSIP,,Fazenda Santa Otilia Airport,Porto Murtinho,Mato Grosso do Sul,BR,919,-21.19055557,-57.04166794,America/Campo_Grande
SSIQ,ITQ,Itaqui Airport,Itaqui,Rio-Grande-do-Sul,BR,230,-29.17309952,-56.5367012,America/Sao_Paulo
SSIR,,Ibiruba Airport,Ibiruba,Rio-Grande-do-Sul,BR,1447,-28.60416794,-53.07888794,America/Sao_Paulo
SSIS,,Major Jose Ignacio Airport,Ibate,Sao Paulo,BR,1962,-22.047778,-48.097222,America/Sao_Paulo
SSIU,,Sitio Enel Airport,Pantano Grande,Rio-Grande-do-Sul,BR,32,-30.13361168,-52.36527634,America/Sao_Paulo
SSIV,,Fazenda Experimental Airport,Ivinhema,Mato Grosso do Sul,BR,1194,-22.29722214,-53.84722222,America/Campo_Grande
SSIW,,Fazenda Damaro Airport,Miranda,Mato Grosso do Sul,BR,344,-19.97750092,-56.43611145,America/Campo_Grande
SSIX,,Fazenda Campo Verde Airport,Taquarussu,Mato Grosso do Sul,BR,984,-22.65166664,-53.50777817,America/Campo_Grande
SSIY,,Fazenda Santa Adelina Airport,Guaicara,Sao Paulo,BR,1411,-21.528889,-49.743333,America/Sao_Paulo
SSIZ,,Condominio Fazenda da Grama Airport,Itupeva,Sao Paulo,BR,2257,-23.059167,-47.0625,America/Sao_Paulo
