=== Airports Without IATA Codes ===
ICAO,Name,City,Country
78MI,Carls Airport,South Rockwood,US
78MN,Hagens Private Airport,Gatzke,US
78MO,Staggs Airport,Ewing,US
78MU,Stony Branch Airport,Jasper,US
78NC,Fuquay/Angier Field,Fuquay/Varina,US
78ND,Folske Ranch Airport,Bowman,US
78NE,Stava Airport,Brainard,US
78NY,Flying F Airport,Pendleton,US
78OH,Valley City Flying Club Airport,Valley City,US
78OR,Crowley Ranch Airstrip,Crowley,US
78TA,Ranch-Aero Airport,Bigfoot,US
78TE,Rocking A Airport,Whitney,US
78VA,Hilldale Airport,Stanardsville,US
78WA,Center Island Airport,Center Island,US
78XS,Smith Aviation Inc Airport,Danevang,US
79AK,Huttunen Strip,Wasilla,US
79AR,Perrys Airport,Jacksonville,US
79CL,Milhous Ranch Airport,North San Juan,US
79FD,Midway Lake Airport,Plant City,US
79FL,Neal Field,Chiefland,US
79GA,Coates Airport,Fort Gaines,US
79ID,Kooskia (Clear Creek Int) Airport,Kooskia,US
79II,Sauer-Harter Airport,Greenfield,US
79IL,Miller Airport,Ashton,US
79IS,Hartwell Ranch RLA Restricted Landing Area,Hillview,US
79KY,Lucas Field,Nicholasville,US
79MI,Pike River Landing,Chassell,US
79MN,Paul Field,Gatzke,US
79MO,Faries Field,Williamsville,US
79MU,Dunham Private Airport,Smithville,US
79NC,Ball Airport,Louisburg,US
79ND,Reimers Airport,Carrington,US
79NY,Smith Airport,Pendleton,US
79OH,Smith-Stewart Field,Vienna,US
79OI,Flying J Airport,Pitchin,US
79OK,Little River Ranch Airport,Pickens,US
79PA,Little Britain Airport,Quarryville,US
79TA,Morris Ranch Airport,Cotulla,US
79TE,Arrowhead Airport,Lagarto,US
79TS,Tallows Field,Celina,US
79TX,Ag-Air Inc. Airport,Brownsville,US
79WA,Grigg Farm Airport,Quincy,US
79WT,West Ranch Airport,Ellensburg,US
79XS,Silverton Municipal Airport,Silverton,US
7AK0,Art Z Airport,Tanana,US
7AK2,Snettisham Airport,Snettisham,US
7AK3,Gaede Airport,Soldotna,US
7AK4,Jack Fish Landing Airport,Wasilla,US
7AK5,Dahler Homestead Airport,Soldotna,US
7AK6,Dan France Airport,Soldotna,US
7AK8,Hess Airport,Wasilla,US
7AK9,Vinduska Airport,Palmer,US
7AL9,Horak Airport,Elberta,US
7AR0,Hammer Field Airport,Eureka Springs,US
7AR1,Ward's Airport,Eudora,US
7AR2,Verser's Landing Airport,Greers Ferry,US
7AR3,Runsick Flying Service Airport,Colt,US
7AR4,Brown'S Airport,Searcy,US
7CA1,Abraham Ranch Airport,Lucerne Valley,US
7CA2,Paradise Lakes Airport,Bakersfield,US
7CA6,West Side Field Station Airport,Five Points,US
7CL0,Du Bois Ranch Airport,Kerman,US
7CL8,Geyser Ranch Airport,Ely/Pioche,US
7CL9,Perryman Airport,Placerville,US
7CO0,Parkland Airport,Erie,US
7CO1,Dave Nash Ranch Airport,Guffey,US
7CO2,Hawkins Ranch Airport,Hotchkiss,US
7CO3,Lindys Airpark,Hudson,US
7CO4,Williams Ranch Airport,New Raymer,US
7CO5,Yocam Ranch Airport,Orchard,US
7CO6,Vantage View Airport,Rush,US
7CO8,West Pueblo Airport,Pueblo West,US
7FA1,Sugar Loaf Shores Airport,Key West,US
7FA8,Berry Grove Airport,La Belle,US
7FD2,Drake Ranch Airport,Hernando,US
7FD6,Loxahatchee Airport,Lake Worth,US
7FD9,Estherbrook Aerodrome,Madison,US
7FL2,Wellborn STOLport,Wellborn,US
7FL3,Adams Ranch Airport,Fort Pierce,US
7FL4,Haller Airpark,Green Cove Springs,US
7FL6,Spruce Creek Airport,Daytona Beach,US
7FL7,Lazy S Farm Airport,High Springs,US
7FL8,Dragonfly Airport,Fort Pierce,US
7GA2,Alyssas Animal Sanctuary Air Park,Valdosta,US
7GA3,Hacienda De Gay Airstrip,Garfield,US
7GA4,Danville Airpark,Danville,US
7GA5,Mount Cove STOLport,Kensington,US
7GA6,Holder's Field,Locust Grove,US
7GA9,Smisson Field,Whitesburg,US
7GE1,Davison Ranch Airport,Caldwell,US
7GE5,Sunset Strip,Centralhatchee,US
7IA1,White Pigeon Airport,North English,US
7IA3,Mc Bride Field,Marion,US
7IA7,Mitchell Field,New Hampton,US
7II0,Porter Field,New Whiteland,US
7II3,Schroeder Private Airport,Mount Vernon,US
7II7,Rex's Ultralightport,Wolflake,US
7II9,Thorn Field,Bargersville,US
7IL0,Mussman Airport,Grant Park,US
7IL2,O John Clark Restricted Landing Area,Grays Lake,US
7IL3,Lutz RLA Restricted Landing Area,Greenvalley,US
7IL6,Dr Joseph W Esser Airport,Hampshire,US
7IL7,Edward Getzelman Airport,Hampshire,US
7IL8,Cody Port RLA Restricted Landing Area,Harding,US
7IL9,Ambler - Cady Airport,Earlville,US
7IN2,Flying Crown Airport,Hamilton,US
7IN3,Garrett Field,Poseyville,US
7IN6,Myers Farm Airport,Livonia,US
7IN7,Gary Johnson Field,West Lebanon,US
7IN9,The Last Resort Airport,Springport,US
7IS2,Aero Estates Airport,Belleville,US
7IS3,Hooterville Airport,Clinton,US
7IS5,Koppie Airport,Gilberts,US
7IS7,Hammock Field,Alhambra,US
7IS9,King Airport,Columbia,US
7KS0,Flying T Airport,Oskaloosa,US
7KS2,Cloud Airport,Overbrook,US
7KS3,Youvan Airport,Arma,US
7KS4,Bent Nail Ranch Airport,Horton,US
7KS5,Croisant Airport,Humboldt,US
7KS6,Linders Cow-Chip Airport,Louisburg,US
7KS7,Evans Airport,Oakley,US
7KS8,Shaw Aerial Spraying Airport,Oberlin,US
7KS9,Eagle Field,Bentley,US
7KY2,Ryan Field,Verona,US
7KY3,Little Mount International Airport,Tarylorsville,US
7LA0,Valverda Strip,Maringouin,US
7LA1,Birdwin Airport,Port Sulphur,US
7LA3,Habetz Airport,Ragley,US
7LA4,Gladney Airport,Rayne,US
7LL3,Jasper County Flying Club Airport,Newton,US
7LL4,Bakers Strip,Weldon,US
7LL6,Gehant Airport,West Brooklyn,US
7LL7,Delhotal Airport,West Brooklyn,US
7LL8,Dahler Airport,Nokomis,US
7LL9,Brammeier Airport,Oakdale,US
7MD0,Our Domain Airport,Marydel,US
7MD1,Magennis Farm Airport,Federalsburg,US
7MD7,Boomers Field,Pocomoke,US
7MD8,Kent Fort Manor Airport,Stevensville,US
7MD9,Tilghman Whipp Airport,Tilghman,US
7MI2,Sawyer / Southwest Lakes Airpark,Sawyer,US
7MI3,Thrall Lake Airport,Vicksburg,US
7MI4,Ludington Airport,Port Hope,US
7MI5,Lada Airport,Petersburg,US
7MI6,Wightman Airport,Oakley,US
7MI7,Walker Airport,Cooper,US
7MI8,Letts Field,Vassar,US
7MN0,Johnson Private Airport,Sacred Heart,US
7MN3,Caldbeck Field,Spring Valley,US
7MN4,Mille Lacs Lake Resort Airport,Garrison,US
7MN6,Johnson Airport,Argyle,US
7MN8,Willis Airport,Thief River Falls,US
7MO1,Wood Acres Airport,Perry,US
7MO2,Bevill Airport,Philadelphia,US
7MO3,B S Ranch Airport,Pineville,US
7MO4,Flintlock Field,Platte City,US
7MO5,Elton Field,Platte City,US
7MO6,Mac's Field,Plattsburg,US
7MO7,Kimray Airport,Plattsburg,US
7MO8,Clark Airport,Plattsburg,US
7MS1,Eagle Crest Estates Airport,Canton,US
7MY9,Petes Airport,Dexter,US
7NA0,Downs Farm Private Airport,Hillsboro,US
7NA2,Undlin Airstrip,Lansford,US
7NA3,Hiam Private Airport,Lisbon,US
7NA4,Ingebretson Airspray Airport,Mayville,US
7NA9,Sjule Private Airstrip,Souris,US
7NC0,Pamlico Airport,Bayboro,US
7NC1,Stag Air Park,Burgaw,US
7NC3,Kenly Airport,Kenly,US
7NC5,Crooked Creek Airport,Bunn,US
7NC6,Kimrey Airport,Mebane,US
7NC7,Lewis Airstrip,Walnut Cove,US
7NC8,Fish Airpark,Angier,US
7NC9,Spencer Field,Asheboro,US
7ND1,Wolberg's Private Airport,Dickinson,US
7ND2,Kelly's Field,Grafton,US
7ND5,Buchmiller Airport,Bowdon,US
7ND7,Haugen's Airport,Alexander,US
7ND8,Forest Airport,Langdon,US
7NE2,Plainsview Ranch Airport,Hemingford,US
7NE5,Lierley Farms Airport,Paxton,US
7NE6,Merchant Homestead Airport,Polk,US
7NJ2,Stoe Creek Farm Airport,Canton,US
7NJ7,Coombs Airport,Elmer,US
7NJ9,Dave's Aerodrome,Cedarville,US
7NK0,Valley View Airport,Middleburgh,US
7NK1,Deer Run Air Field,Nelson,US
7NK4,Ridge Road West Airport,Spenceport,US
7NK6,Blueberry Field,Treadwell,US
7NK7,Morin Airport,Sherburne,US
7NM1,Mesa Verde Ranch Strip Airport,Alamogordo,US
7NY0,Campis Airport,Lake Huntington,US
7NY1,Gar Field,Esperance,US
7NY2,Butterville Airport,Adams,US
7NY4,Culver Airfield,Mecklenburg,US
7NY6,Sherwood Farm Airport,Johnsonville,US
7NY8,Shaw Field,Glen Falls,US
7OA7,Skydive Greene County Inc Airport,Xenia,US
7OH1,Rauhaus Field,Valley City,US
7OH2,Canal Fulton Airport,Canal Fulton,US
7OH3,Obi One Airport,Delaware,US
7OH5,Mahoning County Joint Vocational School Airport,Canfield,US
7OH7,Hydebrook Airport,Yellow Springs,US
7OH8,Curtis Airport,Chardon,US
7OI0,Christy's Airport,Napoleon,US
7OI1,Blevins Airport,Ayersville,US
7OI5,Bea-D Airport,Graytown,US
7OI7,Southcreek Airport,Clyde,US
7OI9,Massengill Airport,Nashport,US
7OK0,Dennis Ranch Airport,Grady,US
7OK1,Meadowlark Field,Boynton,US
7OK2,Scott Airport,Mangum,US
7OK4,Martin Farms Airport,Amber,US
7OK8,Myers Airport,Crescent,US
7OR0,Minam Lodge Airport,Cove,US
7OR1,Arnold Airstrip,Crane,US
7OR2,Basl Hill Farms Airport,Mehama,US
7OR3,Honald Ranch Airport,The Dalles,US
7OR4,Pineridge Ranch Airport,Sisters,US
7OR6,Green Acres Air Park,Hood River,US
7OR7,Hollin Airport,Brooks,US
7OR8,Inshallah International Airport,Seneca,US
7OR9,Parson Landing Airport,Oregon City,US
7PA0,Manor Knoll Personal Use Airport,Mountville,US
7PA1,Warren Airpark,Warren,US
7PA3,Charles G. Kalko Airport,Honesdale,US
7PA4,Orson Field,Orson,US
7PA5,Fauser Ultralightport,Turbotville,US
7PA6,Stott Private Airport,Newtown,US
7PN0,Tidmore Airport,Minersville,US
7PS4,Sky Classics Field,Grantville,US
7PS7,Lenzner Farm Airport,Sewickley,US
7TA0,Field's Field,Tomball,US
7TA3,Quarterway Airport,Plainview,US
7TA5,Weber Ranch Airport,Caldwell,US
7TA7,Flying M Ranch Airport,Reklaw,US
7TA8,John Henry Key Airport,Boerne,US
7TE0,Kelley Crop Service Airport,Fannett,US
7TE1,Zachry Ranch Airport,Escobas,US
7TE2,Cage Ranch Airport,Falfurrias,US
7TE3,Lometa Air Strip,Lometa,US
7TE4,Flying J Ranch Airport,Leakey,US
7TE5,Carlisle Airport,Mullin,US
7TE6,Stovall Ranch Nr 1 Airport,El Campo,US
7TE7,Moore Field,Mission,US
7TE8,El Quinto Ranch Airport,Cotulla,US
7TE9,Boening Brothers Airport,Floresville,US
7TN0,Blue Bird Field,Pleasantview,US
7TN1,Krashinsky Airfield,Pelham,US
7TN3,Stones River Airport,Murfreesboro,US
7TN4,Pegasus Field,Oakland,US
7TN5,Flying D Airport,Hickory Valley,US
7TS0,Fairview Airport,Rhome,US
7TS2,Alison Air Park,San Marcos,US
7TS3,Wyatt Airport,San Marcos,US
7TS4,Roma Airport,Ponder,US
7TS7,Broussard Farm Airport,Fannett,US
7TS8,Ott Farms Airport,Dimmitt,US
7TS9,Ag Aviation Airport,Bay City,US
7TX0,Tom Danaher Airport,Wichita Falls,US
7TX4,Hillcrest Airport,Keller,US
7TX5,Mabee Ranch Airport,Midland,US
7TX7,Ryan Aerodrome,Midland,US
7TX8,Flying K Airport,Amarillo,US
7TX9,Ashford Field,Old Boston,US
7VA5,Redhouse Airfield,Redhouse,US
7VA9,Hannah Field,Monterey,US
7VG0,Lost Griz Aerodrome,Warrenton,US
7WA0,Big Andy Airport,Port Angeles,US
7WA3,West Wind Airport,Everson,US
7WA4,Humbert Airport,Ford,US
7WA5,Stuart Island Airpark,Stuart Island,US
7WA7,Mc Whorter Ranch Airport,Prosser,US
7WI0,Turkey Bluff Airport,Ferryville,US
7WI2,Higgins Airport,Rio,US
7WI4,Lewis Airport,Black River Falls,US
7WI5,Syvrud Airport,Brooklyn,US
7WI6,Weatherbee Field,Wyocena,US
7WI7,Charlies Airport,Medford,US
7WI8,Crispy Cedars Airport,Brussels,US
7WI9,Nett Construction Airport,Fond Du Lac,US
7XS0,Polly Ranch Airport,Friendswood,US
7XS1,Flying E Ranch Airport,Springtown,US
7XS2,Kenley's Mustang Prairie Ranch Airport,Crockett,US
7XS3,W C Ranch Airport,Grapeland,US
7XS5,Christian Ranch Airport,Eldorado,US
7XS6,Moore Hx Ranch Airport,Fairfield,US
7XS7,Indian Springs Ranch Airport,Fredericksburg,US
80AR,Price Field,Joiner,US
80CA,Bacchi Valley Industries Airport,Lotus,US
80CO,Simonson Field,Pueblo,US
80FD,Brady Ranch Airport,Indiantown,US
80GA,Murphy's Landing Airport,Grantville,US
80IN,Gustin's /Private/ Airport,Harlan,US
80IS,Martin Airport,Hillview,US
80KY,David Lowe Airport,Sacramento,US
80LA,Luscombe Lane 1 Airport,Eunice,US
80MO,Seiferd Field,Carthage,US
80NC,May Airport,Greensboro,US
80ND,Troy Field,Crosby,US
80NE,R & R Farms Airport,Davenport,US
80OH,Sloas Airport,Warren,US
80OK,Flying S Ranch Airport,Reydon,US
80OR,Wilderness Airport,Bly,US
80PN,Hanny Beaver Airpark Inc Airport,Hookstown,US
80TN,Big T Airport,Lenoir City,US
80TS,M Y Ranch Airport,Crockett,US
80TX,Resaca Airstrip,Brownsville,US
80VA,Holly Springs Airport,Richmond,US
80WA,Sfs Airpark,Hadlock,US
80WI,Spring Creek Airport,Spring Lake,US
80XS,Three Acres Airport,Woodbine,US
81AK,Mc Kinley Country Airport,Trapper Creek,US
81AR,Smith's Strip,Lonoke,US
81CA,7-M Ranch Airport,Middletown,US
81CO,Mesa 1 Airport,Steamboat Springs,US
81FL,Cox's Hammock Airport,Indiantown,US
81GA,Lucky Lairds Landing Airport,Villa Rica,US
81IL,Illinois Valley Parachute Club Airport,Minier,US
81KS,Blackhawk Airport,Meriden,US
81KY,Hi Rise Farm Airport,New Liberty,US
81LL,Otterbach Farm Airport,Mendota,US
81MN,Ewen Landing Field,Jeffers,US
81NC,Cox Field,Tabor City,US
81ND,Millers Airstrip,Deering,US
81NE,Bunger Field,Hildreth,US
81NM,Diamond A Ranch Airport,Picacho,US
81OH,Elbel Airport,Hamersville,US
81OK,Twin Lakes Ranch Airport,Granite,US
81OR,Wagontire Airport,Burns,US
81TE,Horn Ranch Airport,Del Rio,US
81TS,Dibrell Airport,Crockett,US
81TX,La Leona Airport,Terlingua,US
81VA,Ferguson Airport,Rocky Mount,US
81WI,Gunner Field,Athens,US
82AK,Jim's Landing Airport,Palmer,US
82FL,Br Ranch Airport,Jupiter,US
82GA,Paces South Farms Airport,Wadley,US
82IN,Hunter Airport,North Manchester,US
82IS,Landings Condominium Airport,Huntley,US
82KY,Woodledge Farm Airport,Crestwood,US
82LA,Fisher's Field,Chalmette,US
82LL,Cheechako Airport,Monroe Center,US
82NC,Pineview Air Airport,Sanford,US
82NM,Skeen Ranch Airport,Picacho,US
82NY,Silvernails Field,Gallatin,US
82OH,Rocky Ridge Airpark,Waterville,US
82OI,J-Em Farm Airport,Columbus,US
82OR,Lost Creek Airport,Dexter,US
82PA,Frame Field,Candor,US
82TE,Rememberance Airport,Lubbock,US
82TS,Elmdale Airpark,Abilene,US
82VA,Root Field,Verona,US
82WI,Triple S Ranch Airport,Whitelaw,US
82XS,Circle P Ranch Airport,Floresville,US
83AK,Tolovana Hot Springs Airport,Fairbanks,US
83FD,Lake Montaza Airport,Okeechobee,US
83FL,Nassau Airport,Yulee,US
83GA,Brock Airpark,Bainbridge,US
83IL,Oltman-Shuck Airport,Minonk,US
83IN,Goodenough Airport,Peru,US
83IS,Prairie Airport,Irvington,US
83KS,Miller Aeroplane Field,Wamego,US
83LA,Ledet Airfield,Cut Off,US
83LL,Lindauer Airport,New Athens,US
83MU,Dalbom Ultralightport,Stella,US
83NE,Abbott Airport,Long Pine,US
83NM,King Ranch Airport,Pie Town,US
83OH,Adams Strip,Pleasent Hill,US
83OK,Sweetbriar Airport,Murry Spur,US
83OR,Tamarack Springs Ranch Airport,Lostine,US
83TA,Rainbow Field,Purdon,US
83TE,K Bar Ranch Airport,Sabinal,US
83TS,Moore Ranch Airport,Gordon,US
83TX,Texas A And M Flight Test Station Airport,Bryan,US
83WA,Darcy's Air Strip,Walla Walla,US
83WI,Jones Airport,Dorchester,US
84AL,Blessings Landing Air Ranch,Pinckard,US
84IL,Rossi's Farm Airport,Minooka,US
84KY,Greene County Parachute Center Airport,Bardstown,US
84LA,Touchstone Ridge Ultralightport,Haughton,US
84MI,Timbers Sky Camp Airport,South Branch,US
84MN,Nielsville Airport,Nielsville,US
84MT,Shimmon Airport,Corvallis,US
84NC,Rooster Field,Cameron,US
84ND,Kyllo Airport,Mc Canna,US
84NE,Hewetts Airport,Beaver City,US
84NM,Nalda Ranch Airport,Pie Town,US
84NY,Skyview Airport,Rush,US
84OH,Hanshell Flying Apple Airport,Octa,US
84OK,Collier Farms Airport,Taloga,US
84OL,Cotton Field,Broken Arrow,US
84OR,B Bar Ranch Airport,Selma,US
84PN,Draco STOLport,Stewartstown,US
84TE,W4 Ranch Airport,Morgan,US
84TX,Camp Longhorn Airport,Buchanan Dam,US
84WA,D and B Airpark,Elma,US
84XS,Lang Ranch Airport,Mountain Home,US
85FA,North Exuma Airport,Deland,US
85FL,Thomas Farms Airport,Jay,US
85GA,Aiken Field,Talmo,US
85IA,Henry Airport,Floyd,US
85IL,Durbin Airport,Sullivan,US
85IN,Leak Airport,Tab,US
85KS,Sanders Airport,Winchester,US
85KY,Deer Run Airpark,New Castle,US
85LL,Wormley Airport,Oswego,US
85MI,Dewind Field,Zeeland,US
85MN,Christison Airport,Plainview,US
85MO,Willhite Airport,Swedeborg,US
85NC,Reagans Roost Ultralightport,Whittier,US
85NE,Meyers Freedom Flight Hardy Airport,Hardy,US
85NY,High Acres Airport,Sardinia,US
85OH,Tounshendeaux Airport,West Farmington,US
85OL,Huscher Field,Cache,US
85OR,Allen's Airstrip,Bly,US
85PA,Krumenacker Airport,Carrolltown,US
85PN,Kiski Airport,Vandergrift,US
85TA,J-Bar Ranch Airport,Collinsville,US
85TE,Old Kingsbury Aerodrome,Kingsbury,US
85TX,Rutherford Ranch Airport,Buda,US
85WA,Scott Seed Farm Airport,Pomeroy,US
85WI,Cub Bear Airport,Emerald,US
86AR,Goacher Airport,Lonoke,US
86CL,Ernst Field,Hemet,US
86CO,Lazy W Airport,Berthoud,US
86FD,Country Landings Airport,Bell,US
86GA,Flying G Ranch Airport,Tunnel Hill,US
86IL,Sharp Airport,Bethany,US
86IS,Michael Pfister Airport,Roanoke,US
86KS,Coberly Airport,Gove,US
86KY,Hornback Airport,Hodgenville,US
86LA,Spring Airport,Kentwood,US
86MI,Downwind Acres Airport,Willis,US
86NC,Craig Craft Airport,Hertford,US
86NE,Orum Aerodrome,Blair,US
86OH,Westfield Airport,Westfield Center,US
86PN,Seesholtz Airport,Bloomsburg,US
86TA,Slaughter Ranch Airport,Marble Falls,US
86TE,Matthews Ranch Airport,Santo,US
86TS,Fairway Farm Airport,San Augustine,US
86TX,Flying J Airport,Bulverde,US
86WA,Kapowsin Field,Kapowsin,US
86WI,Bakers Field,Blanchardville,US
86XS,Gesin Ranches Airport,Sweetwater,US
87AK,Soloy Strip,Wasilla,US
87CA,Swanson Ranch Nr 1 Airport,Hanford,US
87CO,Young's Strip,Bennett,US
87IL,Bushby RLA Restricted Landing Area,Minooka,US
87IN,May's Strip,Walkerton,US
87IS,Seigfried Halfpap Airport,Quincy,US
87KS,Holyrood Municipal Airport,Holyrood,US
87MN,Erickson Airport,Roosevelt,US
87MO,Richters Airport,East Lynne,US
87NC,Brocks Airport,Roseboro,US
87NE,Knox Landing Airport,York,US
87OH,Mundron Field,Fayette,US
87OI,Lake Air Ranch Airport,Norwalk,US
87OR,Moondance Ranch Airport,Beatty,US
87PA,Waltman Airport,Chicora,US
87TA,Cielo Grande Ranch Airport,Mountain Home,US
87TE,Mospino Airport,Needville,US
87TX,Porter Ranch Airport,Burnell,US
87VA,Cottonwood Farm Airport,Crozet,US
87WI,Quale Airport,Cottage Grove,US
87XS,Cinco B Ranch Airport,Medina,US
88AK,Dutch Landing Strip,Sterling,US
88CO,Tranquila Airport,Yoder,US
88GA,Beaver Creek Airport,Concord,US
88IL,Mary's Landing Airport,Capron,US
88IN,Gardner Airport,Boggstown,US
88IS,Blickhan Lndg Area Airport,Quincy,US
88LA,Freebird Field,Lafayette,US
88LL,Block Airport,Pearl City,US
88MN,Fox Field,Young America,US
88MO,Howell Valley Airport,West Plains,US
88NC,Corriher Field,Salisbury,US
88ND,Goodman Strip,Milton,US
88NE,Ensor Field,Johnson,US
88NV,Black Rock City Airport,Gerlach,US
88NY,Zelazny Airport,Shelby,US
88OH,Chippewa Field,Williston,US
88OK,Hilltop Airport,Stillwater,US
88OL,Pace Field,Calvin,US
88OR,Tallman Airport,Lebanon,US
88PA,Mc Coy Airport,Clinton,US
88TA,Figure 2 Ranch Airport,Van Horn,US
88TE,Thunderbird Southwest Airport,La Grange,US
88TN,Piney Creek Airport,Altamont,US
88VA,Belmont Farm Airport,Culpeper,US
88VT,Hawk's Nest Airport,Isle Lamotte,US
88WI,Nicolet Airport,Green Bay,US
88XS,Ranch At Double Gates Airport,Coleman,US
89AK,Lincoln Village Airpark,Wasilla,US
89CA,Swanson Ranch Nr 2 Airport,Riverdale,US
89CO,Vallery Airport,Wiggins,US
89GE,South Fulton Airport,Palmetto,US
89IA,Chain Lakes Airpark,Cedar Rapids,US
89IN,Milhon Airport,Martinsville,US
89IS,Voges Airstrip,Red Bud,US
89LL,Norman Airport,Peotone,US
89MN,Beskar Airport,Taylors Falls,US
89MO,Bishop's Landing Airport,Westline,US
89NC,Strickland Field,Fair Bluff,US
89ND,Poleschook Airport,Minot,US
89NE,George Airport,Hershey,US
89NJ,Strawberry Fields Airport,Mays Landing,US
89NY,Maxson Airfield,Alexandria Bay,US
89OI,Circle C Airport,Berlin Center,US
89OK,Neversweat Too Airport,Sallisaw,US
89OR,Mucky Flat Airport,Eagle Point,US
89TA,Soaring Club of Houston Gliderport,Waller,US
89TE,Lajitas International Airport,Lajitas,US
89TS,Carter Ranch Airport,Oakwood,US
89TX,Aero-Bee Ranch Airstrip,Burnet,US
89VA,Hidden River Airport,Edinburg,US
89WA,Williams Airpatch Airport,Arlington,US
89WI,Tuschen Airport,Jonesdale,US
8AK0,Diamond Nn Cannery Airport,South Naknek,US
8AK1,Jacobus Field,Gulkana,US
8AK2,Carty's Airstrip,Kenai,US
8AK3,Roland Norton Memorial Airstrip,Selawik,US
8AK6,Little Susitna Airport,Susitna Station,US
8AK8,North Cubs Strip Airport,Wasilla,US
8AK9,Tok 2 Airport,Tok,US
8AN6,Isaacson Airport,Medical Lake,US
8AR0,Hargrove Airport,Stuttgart,US
8AR1,Totty Field Airport,Oakland,US
8AZ5,Lizzy Lizard Airport,Portal,US
8CA0,Osborne Airport,Victorville,US
8CA5,Pines Airpark,Winchester,US
8CA8,Wallom Field,Lodi,US
8CL0,Nichols Farms Airport,Palmdale,US
8CL1,Lake Wohlford Resort Airport,Escondido,US
8CL2,Lucchetti Ranch Airport,Elk Grove,US
8CL6,Moller Airport,Maxwell,US
8CL9,Bland Field,Kerman,US
8CO0,Kent Airport,Wiggins,US
8CO2,William Leon Schawo Airport,Briggsdale,US
8CO4,East Moore Field,Byers,US
8CO5,Widner Airport,Hotchkiss,US
8CO7,Colorado Antique Field,Niwot,US
8CO8,Koenig Airport,Yuma,US
8CO9,Pine View Airport,Elizabeth,US
8FA4,Samsula / Coe Field,Samsula,US
8FD1,Buckner Airport,Mc Alpin,US
8FD2,The Flying Horseman Airport,Melrose,US
8FD3,Blackwater Airfield,Munson,US
8FD5,Lykes Brighton Airport,Okeechobee,US
8FL0,Hutson Airfield,Hastings,US
8FL1,Mc Donald's Field,Arcadia,US
8FL2,Norton Airport,Belleview,US
8FL3,Back Achers Airport,Belleview,US
8FL6,George T Mc Cutchan Airport,Harold,US
8GA1,Gum Creek Airport,Roopville,US
8GA3,Leesburg Spraying Airport,Leesburg,US
8GA6,S & S Landing Strip,Griffin,US
8GA7,Etowah Bend Gliderport,Kingston,US
8GA8,Falcons Aerie Airport,Carrollton,US
8GA9,Brook Bridge Aerodrome,Vaughn,US
8IA2,Port Paradise Farms Airport,Winfield,US
8IA9,Shields Airport,Red Oak,US
8ID8,Lewis And Clark Airstrip,Salmon,US
8II0,Allen and Gloss Airport,Bennington,US
8II1,Careferre Acres Airport,Jasonville,US
8II2,Norris Field,Liberty,US
8II3,Thrust Industries Airport,Haubstadt,US
8II5,Holt Field,Hoagland,US
8IL0,Adkins RLA Restricted Landing Area,Harvard,US
8IL1,Twin Gardens Airport,Harvard,US
8IL2,Kirkpatrick Airport,Harvard,US
8IL3,Butler Hill RLA Restricted Landing Area,West Brooklyn,US
8IL5,O'Connor Field,Pecatonica,US
8IL6,Robertson's Roost Airport,Edgewood,US
8IN2,Robinson Field,Greenwood,US
8IN7,Brush Creek Airport,Butlerville,US
8IN9,Marcidale Airport,Amo,US
8IS1,Nelson Airport,Carlinville,US
8IS2,Kilsoquah Farm Airport,Roanoke,US
8IS5,Raymond Classen Memorial Airport,Danforth,US
8KS0,Morgan Farms Airport,Ulysses,US
8KS1,Neu Field,Basehor,US
8KS2,King Ranch Airport,Hamilton,US
8KS3,Davis Airfield,Hiawatha,US
8KS4,Rans Airport,Hays,US
8KS5,Blue Sky Airport,Parsons,US
8KS7,Pine Sod Ranch Airport,Stilwell,US
8KS8,Prairie Cottage Airport,Chapman,US
8KS9,The Wilderness Airport,Williamsburg,US
8KY0,Alberta Ultralightport,Alberta,US
8KY3,Battle Field,Perryville,US
8KY6,Caintuckee Airport,Independence,US
8LA9,Koll Airport,Welsh,US
8LL0,Nance Airport,Old Ripley,US
8LL1,Hunter Airport,Woodstock,US
8LL2,Eckberg Airport,Wyanet,US
8LL3,Hundley Airport,Rochester,US
8LL7,Donald A. Hamilton Airport,Pawnee,US
8MD0,Suzie Field,Woodbine,US
8MD4,Spiering Airport,Greensboro,US
8MD5,Flying H Farm Airport,Libertytown,US
8MD6,Burgess Field,Riverside,US
8MD7,Deerfield Airport,Leonardtown,US
8MI0,Trowbridge Farms Airport,South Haven,US
8MI3,Mattawan Airpark,Mattawan,US
8MI4,Howe Airport,Morley,US
8MI7,Bass Lake Airport,Steuben,US
8MI8,Cupp/Sjvs Landing Strip,Mendon,US
8MI9,Winters Field,Chelsea,US
8MN1,Shimpa Airstrip,Euclid,US
8MN3,Breezy Point Airport,Pequot Lakes,US
8MN4,Sethney Personal STOLport,Deerwood,US
8MN5,Vieira Airport,Lino Lakes,US
8MN8,Porter Airport,Jacobson,US
8MN9,Mavencamp Airport,Maple Lake,US
8MO3,Curtis Field,Richmond,US
8MO4,Joan Lake Airport,Richwoods,US
8MO5,Cayton Pony Express Airport,Maysville,US
8MO7,Bean Lake Airport,Rushville,US
8MO8,Frazier Airport,Monett,US
8NA0,Tappen Airstrip,Tappen,US
8NA5,Liechty Farm Airport,Montpelier,US
8NA9,Hashbarger Farm Airstrip,Hope,US
